_id,mac,Accel_x,Accel_y,Accel_z,Gyro_x,Gyro_y,Gyro_z,Timestamp,updated_at,created_at,__v,Timestamp_local,Timestamp_vn,acc_norm,gyro_norm
29667618ba40cec72a7f9563,ffff00000000,1.96,0.66,-12.8,26.93,0.12,2.25,2025-08-15 00:00:10.000000+00:00,2025-08-15T00:00:10.000Z,2025-08-15 00:00:10.000000+00:00,0,2025-08-15 07:00:10.000000+07:00,2025-08-15 07:00:10.000000,12.97,27.02
8a4ebd73ad28828537d7ee03,ffff00000000,1.96,0.04,-12.12,-0.83,0.3,33.08,2025-08-15 00:00:11.000000+00:00,2025-08-15T00:00:11.000Z,2025-08-15 00:00:11.000000+00:00,0,2025-08-15 07:00:11.000000+07:00,2025-08-15 07:00:11.000000,12.28,33.09
e886ef14d3e91d46dfa0e122,ffff00000000,1.59,0.14,-10.63,-1.68,0.14,12.86,2025-08-15 00:00:12.000000+00:00,2025-08-15T00:00:12.000Z,2025-08-15 00:00:12.000000+00:00,0,2025-08-15 07:00:12.000000+07:00,2025-08-15 07:00:12.000000,10.75,12.97
6dfdfa0830d26c17bd513563,ffff00000000,0.85,0.25,-9.27,-0.04,18.89,-1.09,2025-08-15 00:00:13.000000+00:00,2025-08-15T00:00:13.000Z,2025-08-15 00:00:13.000000+00:00,0,2025-08-15 07:00:13.000000+07:00,2025-08-15 07:00:13.000000,9.31,18.92
2f724b72e306cb2316590d19,ffff00000000,0.19,-0.15,-11.09,19.56,0.84,-0.69,2025-08-15 00:00:14.000000+00:00,2025-08-15T00:00:14.000Z,2025-08-15 00:00:14.000000+00:00,0,2025-08-15 07:00:14.000000+07:00,2025-08-15 07:00:14.000000,11.09,19.59
a2ba559787d585759f740c28,ffff00000000,1.7,-0.01,-11.72,0.76,16.09,0.74,2025-08-15 00:00:15.000000+00:00,2025-08-15T00:00:15.000Z,2025-08-15 00:00:15.000000+00:00,0,2025-08-15 07:00:15.000000+07:00,2025-08-15 07:00:15.000000,11.84,16.12
8f037917af1658732148c45e,ffff00000000,2.15,2.07,-9.25,57.01,0.65,1.43,2025-08-15 00:00:16.000000+00:00,2025-08-15T00:00:16.000Z,2025-08-15 00:00:16.000000+00:00,0,2025-08-15 07:00:16.000000+07:00,2025-08-15 07:00:16.000000,9.72,57.03
f56ea5d9d9357c0fce7b152a,ffff00000000,3.95,1.52,-11.46,0.52,17.95,-0.44,2025-08-15 00:00:17.000000+00:00,2025-08-15T00:00:17.000Z,2025-08-15 00:00:17.000000+00:00,0,2025-08-15 07:00:17.000000+07:00,2025-08-15 07:00:17.000000,12.22,17.96
fcf4c7347c89a749b310e98b,ffff00000000,0.78,0.67,-8.73,0.77,-1.13,10.79,2025-08-15 00:00:18.000000+00:00,2025-08-15T00:00:18.000Z,2025-08-15 00:00:18.000000+00:00,0,2025-08-15 07:00:18.000000+07:00,2025-08-15 07:00:18.000000,8.79,10.88
9718e2a599a73fd27cb22370,ffff00000000,-0.47,0.68,-11.46,1.34,27.1,0.73,2025-08-15 00:00:19.000000+00:00,2025-08-15T00:00:19.000Z,2025-08-15 00:00:19.000000+00:00,0,2025-08-15 07:00:19.000000+07:00,2025-08-15 07:00:19.000000,11.49,27.14
ccea235f042eec2135e585db,ffff00000000,-0.24,1.52,-8.93,-0.63,-0.67,19.06,2025-08-15 00:00:20.000000+00:00,2025-08-15T00:00:20.000Z,2025-08-15 00:00:20.000000+00:00,0,2025-08-15 07:00:20.000000+07:00,2025-08-15 07:00:20.000000,9.06,19.08
88228a4c335d96cabdffd7aa,ffff00000000,0.82,1.55,-12.21,23.22,-1.06,-2.14,2025-08-15 00:00:21.000000+00:00,2025-08-15T00:00:21.000Z,2025-08-15 00:00:21.000000+00:00,0,2025-08-15 07:00:21.000000+07:00,2025-08-15 07:00:21.000000,12.34,23.34
9d9806ea90da59c062f3ab3e,ffff00000000,1.28,2.12,-10.03,0.02,-0.03,5.85,2025-08-15 00:00:22.000000+00:00,2025-08-15T00:00:22.000Z,2025-08-15 00:00:22.000000+00:00,0,2025-08-15 07:00:22.000000+07:00,2025-08-15 07:00:22.000000,10.33,5.85
002ae31eec73463937504bba,ffff00000000,1.18,2.23,-12.52,-1.17,26.68,0.41,2025-08-15 00:00:23.000000+00:00,2025-08-15T00:00:23.000Z,2025-08-15 00:00:23.000000+00:00,0,2025-08-15 07:00:23.000000+07:00,2025-08-15 07:00:23.000000,12.77,26.71
eb11392bb594740e1952a996,ffff00000000,3.24,2.42,-10.06,0.1,26.18,-1.9,2025-08-15 00:00:24.000000+00:00,2025-08-15T00:00:24.000Z,2025-08-15 00:00:24.000000+00:00,0,2025-08-15 07:00:24.000000+07:00,2025-08-15 07:00:24.000000,10.84,26.25
2f012e00d92f2faefd1dc923,ffff00000000,3.91,1.93,-10.08,-0.22,41.97,0.2,2025-08-15 00:00:25.000000+00:00,2025-08-15T00:00:25.000Z,2025-08-15 00:00:25.000000+00:00,0,2025-08-15 07:00:25.000000+07:00,2025-08-15 07:00:25.000000,10.98,41.97
eb5c7772f02c2ddc9bdcb137,ffff00000000,1.47,1.04,-9.29,-0.1,6.21,-0.81,2025-08-15 00:00:26.000000+00:00,2025-08-15T00:00:26.000Z,2025-08-15 00:00:26.000000+00:00,0,2025-08-15 07:00:26.000000+07:00,2025-08-15 07:00:26.000000,9.46,6.26
1edb129a83ce77c687913116,ffff00000000,0.36,2.2,-7.4,0.73,16.1,-0.37,2025-08-15 00:00:27.000000+00:00,2025-08-15T00:00:27.000Z,2025-08-15 00:00:27.000000+00:00,0,2025-08-15 07:00:27.000000+07:00,2025-08-15 07:00:27.000000,7.73,16.12
02c17bed29f0140b8784d510,ffff00000000,0.7,1.73,-9.44,-0.69,1.99,28.8,2025-08-15 00:00:28.000000+00:00,2025-08-15T00:00:28.000Z,2025-08-15 00:00:28.000000+00:00,0,2025-08-15 07:00:28.000000+07:00,2025-08-15 07:00:28.000000,9.62,28.88
c59d7b7f72b6c45445d7841d,ffff00000000,1.64,1.14,-10.76,0.96,-0.82,16.75,2025-08-15 00:00:29.000000+00:00,2025-08-15T00:00:29.000Z,2025-08-15 00:00:29.000000+00:00,0,2025-08-15 07:00:29.000000+07:00,2025-08-15 07:00:29.000000,10.94,16.8
7293b3e5c6664c543bc4e01b,ffff00000000,0.25,2.01,-8.47,-0.46,25.31,-0.67,2025-08-15 00:00:30.000000+00:00,2025-08-15T00:00:30.000Z,2025-08-15 00:00:30.000000+00:00,0,2025-08-15 07:00:30.000000+07:00,2025-08-15 07:00:30.000000,8.71,25.32
27cead316a88129aed9f4858,ffff00000000,0.94,1.74,-10.76,8.44,0.19,-0.15,2025-08-15 00:00:31.000000+00:00,2025-08-15T00:00:31.000Z,2025-08-15 00:00:31.000000+00:00,0,2025-08-15 07:00:31.000000+07:00,2025-08-15 07:00:31.000000,10.94,8.44
2b2ad8b0671a05b5cd7b1a7b,ffff00000000,0.82,1.68,-11.12,-1.04,-1.87,22.88,2025-08-15 00:00:32.000000+00:00,2025-08-15T00:00:32.000Z,2025-08-15 00:00:32.000000+00:00,0,2025-08-15 07:00:32.000000+07:00,2025-08-15 07:00:32.000000,11.28,22.98
fdfa7d8ce29136ed96eadf6d,ffff00000000,0.73,2.0,-8.37,0.15,37.16,-0.52,2025-08-15 00:00:33.000000+00:00,2025-08-15T00:00:33.000Z,2025-08-15 00:00:33.000000+00:00,0,2025-08-15 07:00:33.000000+07:00,2025-08-15 07:00:33.000000,8.64,37.16
792c9fbc9be6c2c2e299fd64,ffff00000000,2.55,1.83,-9.91,15.34,1.06,-1.06,2025-08-15 00:00:34.000000+00:00,2025-08-15T00:00:34.000Z,2025-08-15 00:00:34.000000+00:00,0,2025-08-15 07:00:34.000000+07:00,2025-08-15 07:00:34.000000,10.4,15.41
2d5c7a6add4c534b523a5a8d,ffff00000000,-0.35,1.56,-11.06,0.92,-1.49,33.49,2025-08-15 00:00:35.000000+00:00,2025-08-15T00:00:35.000Z,2025-08-15 00:00:35.000000+00:00,0,2025-08-15 07:00:35.000000+07:00,2025-08-15 07:00:35.000000,11.17,33.54
e852d661f2923341f54a47d3,ffff00000000,-0.43,1.01,-10.77,-1.03,14.95,0.28,2025-08-15 00:00:36.000000+00:00,2025-08-15T00:00:36.000Z,2025-08-15 00:00:36.000000+00:00,0,2025-08-15 07:00:36.000000+07:00,2025-08-15 07:00:36.000000,10.83,14.99
02b4fce314be0a1cbe9388db,ffff00000000,-0.89,1.43,-9.45,2.99,-0.81,0.95,2025-08-15 00:00:37.000000+00:00,2025-08-15T00:00:37.000Z,2025-08-15 00:00:37.000000+00:00,0,2025-08-15 07:00:37.000000+07:00,2025-08-15 07:00:37.000000,9.6,3.24
e6e2049b2bc671723ee5f3ff,ffff00000000,0.63,1.93,-7.64,0.99,23.92,1.46,2025-08-15 00:00:38.000000+00:00,2025-08-15T00:00:38.000Z,2025-08-15 00:00:38.000000+00:00,0,2025-08-15 07:00:38.000000+07:00,2025-08-15 07:00:38.000000,7.91,23.98
a59634d6307e2b9dcc04552c,ffff00000000,0.74,1.33,-10.28,11.83,-0.58,0.17,2025-08-15 00:00:39.000000+00:00,2025-08-15T00:00:39.000Z,2025-08-15 00:00:39.000000+00:00,0,2025-08-15 07:00:39.000000+07:00,2025-08-15 07:00:39.000000,10.39,11.85
06b81d8bc6d7f70d2a55c6c9,ffff00000000,2.52,2.08,-10.14,0.92,1.03,19.46,2025-08-15 00:00:40.000000+00:00,2025-08-15T00:00:40.000Z,2025-08-15 00:00:40.000000+00:00,0,2025-08-15 07:00:40.000000+07:00,2025-08-15 07:00:40.000000,10.65,19.51
5be667ae155b34c39a8d60c4,ffff00000000,2.81,0.78,-9.34,1.69,-1.63,41.37,2025-08-15 00:00:41.000000+00:00,2025-08-15T00:00:41.000Z,2025-08-15 00:00:41.000000+00:00,0,2025-08-15 07:00:41.000000+07:00,2025-08-15 07:00:41.000000,9.78,41.44
d054656d205a2c220848c2c3,ffff00000000,-1.11,1.21,-8.41,-0.06,-1.98,33.66,2025-08-15 00:00:42.000000+00:00,2025-08-15T00:00:42.000Z,2025-08-15 00:00:42.000000+00:00,0,2025-08-15 07:00:42.000000+07:00,2025-08-15 07:00:42.000000,8.57,33.72
f98751533da1556342b13125,ffff00000000,0.97,1.48,-8.67,-0.79,0.61,15.31,2025-08-15 00:00:43.000000+00:00,2025-08-15T00:00:43.000Z,2025-08-15 00:00:43.000000+00:00,0,2025-08-15 07:00:43.000000+07:00,2025-08-15 07:00:43.000000,8.85,15.34
ef75761fa39d52702d82449f,ffff00000000,2.39,1.4,-10.03,-2.18,23.08,0.19,2025-08-15 00:00:44.000000+00:00,2025-08-15T00:00:44.000Z,2025-08-15 00:00:44.000000+00:00,0,2025-08-15 07:00:44.000000+07:00,2025-08-15 07:00:44.000000,10.41,23.18
a1b298e2dc6f3c4783d1c4a7,ffff00000000,1.25,0.7,-8.72,25.48,1.2,1.47,2025-08-15 00:00:45.000000+00:00,2025-08-15T00:00:45.000Z,2025-08-15 00:00:45.000000+00:00,0,2025-08-15 07:00:45.000000+07:00,2025-08-15 07:00:45.000000,8.84,25.55
0c103aa1ed0b1a827f511b8d,ffff00000000,2.46,1.6,-8.74,16.74,-0.61,-0.44,2025-08-15 00:00:46.000000+00:00,2025-08-15T00:00:46.000Z,2025-08-15 00:00:46.000000+00:00,0,2025-08-15 07:00:46.000000+07:00,2025-08-15 07:00:46.000000,9.22,16.76
b9742719f605eff17fedb433,ffff00000000,0.78,0.62,-7.73,31.04,-1.9,-1.41,2025-08-15 00:00:47.000000+00:00,2025-08-15T00:00:47.000Z,2025-08-15 00:00:47.000000+00:00,0,2025-08-15 07:00:47.000000+07:00,2025-08-15 07:00:47.000000,7.79,31.13
595323b23c89fbee4321da1a,ffff00000000,3.08,1.63,-7.53,0.03,-0.48,43.93,2025-08-15 00:00:48.000000+00:00,2025-08-15T00:00:48.000Z,2025-08-15 00:00:48.000000+00:00,0,2025-08-15 07:00:48.000000+07:00,2025-08-15 07:00:48.000000,8.3,43.93
d80f8a6b9a6f70e586d39a4a,ffff00000000,1.26,0.39,-10.33,-0.06,1.1,15.46,2025-08-15 00:00:49.000000+00:00,2025-08-15T00:00:49.000Z,2025-08-15 00:00:49.000000+00:00,0,2025-08-15 07:00:49.000000+07:00,2025-08-15 07:00:49.000000,10.41,15.5
543c3fef8b8b6c7a396527ef,ffff00000000,0.18,1.22,-7.84,-0.33,38.73,-0.62,2025-08-15 00:00:50.000000+00:00,2025-08-15T00:00:50.000Z,2025-08-15 00:00:50.000000+00:00,0,2025-08-15 07:00:50.000000+07:00,2025-08-15 07:00:50.000000,7.94,38.74
7ed31178687ddb583d6387c5,ffff00000000,2.66,1.59,-7.76,0.3,0.59,21.69,2025-08-15 00:00:51.000000+00:00,2025-08-15T00:00:51.000Z,2025-08-15 00:00:51.000000+00:00,0,2025-08-15 07:00:51.000000+07:00,2025-08-15 07:00:51.000000,8.36,21.7
75f4ec9ea6d87479a6279d6b,ffff00000000,-0.34,0.98,-6.25,-0.46,25.6,-0.31,2025-08-15 00:00:52.000000+00:00,2025-08-15T00:00:52.000Z,2025-08-15 00:00:52.000000+00:00,0,2025-08-15 07:00:52.000000+07:00,2025-08-15 07:00:52.000000,6.34,25.61
9cc0e3bdd67b7325f649de5b,ffff00000000,2.54,0.52,-9.39,-1.25,1.13,19.29,2025-08-15 00:00:53.000000+00:00,2025-08-15T00:00:53.000Z,2025-08-15 00:00:53.000000+00:00,0,2025-08-15 07:00:53.000000+07:00,2025-08-15 07:00:53.000000,9.74,19.36
4f1302c951de16e895e9f929,ffff00000000,0.3,1.47,-10.98,-2.03,20.79,0.11,2025-08-15 00:00:54.000000+00:00,2025-08-15T00:00:54.000Z,2025-08-15 00:00:54.000000+00:00,0,2025-08-15 07:00:54.000000+07:00,2025-08-15 07:00:54.000000,11.08,20.89
9dad4cdf533889a329bb40e1,ffff00000000,1.43,0.73,-10.46,0.05,7.43,-1.32,2025-08-15 00:00:55.000000+00:00,2025-08-15T00:00:55.000Z,2025-08-15 00:00:55.000000+00:00,0,2025-08-15 07:00:55.000000+07:00,2025-08-15 07:00:55.000000,10.58,7.55
c664293e5dc846aee0455ef8,ffff00000000,0.53,0.62,-11.07,-0.75,-1.02,9.16,2025-08-15 00:00:56.000000+00:00,2025-08-15T00:00:56.000Z,2025-08-15 00:00:56.000000+00:00,0,2025-08-15 07:00:56.000000+07:00,2025-08-15 07:00:56.000000,11.1,9.25
2abc8120aeebcb8da9ef8200,ffff00000000,1.0,0.83,-9.24,-0.11,13.71,-1.6,2025-08-15 00:00:57.000000+00:00,2025-08-15T00:00:57.000Z,2025-08-15 00:00:57.000000+00:00,0,2025-08-15 07:00:57.000000+07:00,2025-08-15 07:00:57.000000,9.33,13.8
ad91aa5d3714cca11cfdf291,ffff00000000,1.83,1.15,-9.76,0.83,15.13,0.77,2025-08-15 00:00:58.000000+00:00,2025-08-15T00:00:58.000Z,2025-08-15 00:00:58.000000+00:00,0,2025-08-15 07:00:58.000000+07:00,2025-08-15 07:00:58.000000,10.0,15.17
e615a5da440c1e27c5da9d32,ffff00000000,-0.96,1.25,-10.38,2.19,1.0,22.9,2025-08-15 00:00:59.000000+00:00,2025-08-15T00:00:59.000Z,2025-08-15 00:00:59.000000+00:00,0,2025-08-15 07:00:59.000000+07:00,2025-08-15 07:00:59.000000,10.5,23.03
53fb501239d8b581db0460cf,ffff00000000,4.03,0.08,-9.6,0.7,10.58,-1.08,2025-08-15 00:01:00.000000+00:00,2025-08-15T00:01:00.000Z,2025-08-15 00:01:00.000000+00:00,0,2025-08-15 07:01:00.000000+07:00,2025-08-15 07:01:00.000000,10.41,10.66
a73793e73e96560aef935ac8,ffff00000000,1.1,0.84,-9.58,0.01,-1.06,26.77,2025-08-15 00:01:01.000000+00:00,2025-08-15T00:01:01.000Z,2025-08-15 00:01:01.000000+00:00,0,2025-08-15 07:01:01.000000+07:00,2025-08-15 07:01:01.000000,9.68,26.79
ae55505991b6dbdaad585f02,ffff00000000,2.18,0.7,-9.26,-1.22,-0.0,19.01,2025-08-15 00:01:02.000000+00:00,2025-08-15T00:01:02.000Z,2025-08-15 00:01:02.000000+00:00,0,2025-08-15 07:01:02.000000+07:00,2025-08-15 07:01:02.000000,9.54,19.05
40b5b79661698208bc0e5ebb,ffff00000000,1.39,0.79,-9.9,1.41,12.17,-0.55,2025-08-15 00:01:03.000000+00:00,2025-08-15T00:01:03.000Z,2025-08-15 00:01:03.000000+00:00,0,2025-08-15 07:01:03.000000+07:00,2025-08-15 07:01:03.000000,10.03,12.26
2f1a08663d5357275329af5a,ffff00000000,1.84,0.52,-8.5,-1.61,20.02,-1.39,2025-08-15 00:01:04.000000+00:00,2025-08-15T00:01:04.000Z,2025-08-15 00:01:04.000000+00:00,0,2025-08-15 07:01:04.000000+07:00,2025-08-15 07:01:04.000000,8.71,20.13
0097dc800371ce3084a7feef,ffff00000000,2.76,0.83,-8.77,19.78,-0.24,-1.23,2025-08-15 00:01:05.000000+00:00,2025-08-15T00:01:05.000Z,2025-08-15 00:01:05.000000+00:00,0,2025-08-15 07:01:05.000000+07:00,2025-08-15 07:01:05.000000,9.23,19.82
e2bd68aa0e8e6573fbf27201,ffff00000000,4.51,1.17,-8.28,-0.18,0.42,4.33,2025-08-15 00:01:06.000000+00:00,2025-08-15T00:01:06.000Z,2025-08-15 00:01:06.000000+00:00,0,2025-08-15 07:01:06.000000+07:00,2025-08-15 07:01:06.000000,9.5,4.35
40dbf9d313ca8ee40e46bc59,ffff00000000,2.85,0.44,-7.47,-1.45,18.44,-1.23,2025-08-15 00:01:07.000000+00:00,2025-08-15T00:01:07.000Z,2025-08-15 00:01:07.000000+00:00,0,2025-08-15 07:01:07.000000+07:00,2025-08-15 07:01:07.000000,8.01,18.54
28990b3216f17e078ae6d111,ffff00000000,3.05,0.72,-10.1,0.38,0.3,14.25,2025-08-15 00:01:08.000000+00:00,2025-08-15T00:01:08.000Z,2025-08-15 00:01:08.000000+00:00,0,2025-08-15 07:01:08.000000+07:00,2025-08-15 07:01:08.000000,10.58,14.26
7a83b8edc807085af632b110,ffff00000000,2.49,2.01,-10.04,-0.14,0.9,7.68,2025-08-15 00:01:09.000000+00:00,2025-08-15T00:01:09.000Z,2025-08-15 00:01:09.000000+00:00,0,2025-08-15 07:01:09.000000+07:00,2025-08-15 07:01:09.000000,10.54,7.73
9f9cca86b91be630982bb02b,ffff00000000,1.67,1.5,-8.61,-1.62,37.65,0.14,2025-08-15 00:01:10.000000+00:00,2025-08-15T00:01:10.000Z,2025-08-15 00:01:10.000000+00:00,0,2025-08-15 07:01:10.000000+07:00,2025-08-15 07:01:10.000000,8.9,37.69
a103fb4a44305c8c25841d6d,ffff00000000,1.35,2.83,-9.54,-0.18,0.4,17.64,2025-08-15 00:01:11.000000+00:00,2025-08-15T00:01:11.000Z,2025-08-15 00:01:11.000000+00:00,0,2025-08-15 07:01:11.000000+07:00,2025-08-15 07:01:11.000000,10.04,17.65
c9887e0a72057d3d0aa445bc,ffff00000000,0.52,1.42,-9.71,-2.07,0.79,15.76,2025-08-15 00:01:12.000000+00:00,2025-08-15T00:01:12.000Z,2025-08-15 00:01:12.000000+00:00,0,2025-08-15 07:01:12.000000+07:00,2025-08-15 07:01:12.000000,9.83,15.91
92c564a87225781e015f47c3,ffff00000000,1.88,2.05,-6.74,0.56,-1.09,11.13,2025-08-15 00:01:13.000000+00:00,2025-08-15T00:01:13.000Z,2025-08-15 00:01:13.000000+00:00,0,2025-08-15 07:01:13.000000+07:00,2025-08-15 07:01:13.000000,7.29,11.2
17a4b8b2575f0aac864eafaa,ffff00000000,1.7,1.47,-6.72,-0.18,0.82,1.37,2025-08-15 00:01:14.000000+00:00,2025-08-15T00:01:14.000Z,2025-08-15 00:01:14.000000+00:00,0,2025-08-15 07:01:14.000000+07:00,2025-08-15 07:01:14.000000,7.09,1.61
d09c3586c1a307c3314b9e2f,ffff00000000,1.98,1.96,-7.56,7.12,1.62,-1.6,2025-08-15 00:01:15.000000+00:00,2025-08-15T00:01:15.000Z,2025-08-15 00:01:15.000000+00:00,0,2025-08-15 07:01:15.000000+07:00,2025-08-15 07:01:15.000000,8.06,7.48
5b6f88888dcb9e6e37435e85,ffff00000000,0.75,2.33,-7.03,24.46,-0.8,-0.49,2025-08-15 00:01:16.000000+00:00,2025-08-15T00:01:16.000Z,2025-08-15 00:01:16.000000+00:00,0,2025-08-15 07:01:16.000000+07:00,2025-08-15 07:01:16.000000,7.44,24.48
ed3fda443d88895054266736,ffff00000000,1.75,1.96,-7.24,-0.0,13.93,-1.01,2025-08-15 00:01:17.000000+00:00,2025-08-15T00:01:17.000Z,2025-08-15 00:01:17.000000+00:00,0,2025-08-15 07:01:17.000000+07:00,2025-08-15 07:01:17.000000,7.7,13.97
43844aa50144f1d1213f92ab,ffff00000000,2.61,1.38,-12.12,-0.7,0.37,18.88,2025-08-15 00:01:18.000000+00:00,2025-08-15T00:01:18.000Z,2025-08-15 00:01:18.000000+00:00,0,2025-08-15 07:01:18.000000+07:00,2025-08-15 07:01:18.000000,12.47,18.9
62cd75a362adff76d9a88662,ffff00000000,2.9,1.99,-8.78,1.67,7.81,0.47,2025-08-15 00:01:19.000000+00:00,2025-08-15T00:01:19.000Z,2025-08-15 00:01:19.000000+00:00,0,2025-08-15 07:01:19.000000+07:00,2025-08-15 07:01:19.000000,9.46,8.0
1924d396b9196308af505676,ffff00000000,1.95,1.95,-9.63,0.03,19.56,0.24,2025-08-15 00:01:20.000000+00:00,2025-08-15T00:01:20.000Z,2025-08-15 00:01:20.000000+00:00,0,2025-08-15 07:01:20.000000+07:00,2025-08-15 07:01:20.000000,10.02,19.56
978d9302d17a3432aa86553b,ffff00000000,-0.02,1.7,-5.54,0.37,2.67,-0.39,2025-08-15 00:01:21.000000+00:00,2025-08-15T00:01:21.000Z,2025-08-15 00:01:21.000000+00:00,0,2025-08-15 07:01:21.000000+07:00,2025-08-15 07:01:21.000000,5.79,2.72
1e8d2db5e150ce65f07a7ef3,ffff00000000,4.33,1.56,-7.34,-0.07,-1.43,14.92,2025-08-15 00:01:22.000000+00:00,2025-08-15T00:01:22.000Z,2025-08-15 00:01:22.000000+00:00,0,2025-08-15 07:01:22.000000+07:00,2025-08-15 07:01:22.000000,8.66,14.99
a5198ff17d49541907c16a70,ffff00000000,1.08,1.5,-7.73,0.0,24.71,0.72,2025-08-15 00:01:23.000000+00:00,2025-08-15T00:01:23.000Z,2025-08-15 00:01:23.000000+00:00,0,2025-08-15 07:01:23.000000+07:00,2025-08-15 07:01:23.000000,7.95,24.72
a0f51fe25555e51ae6f69060,ffff00000000,1.37,0.69,-6.75,-0.42,0.85,32.93,2025-08-15 00:01:24.000000+00:00,2025-08-15T00:01:24.000Z,2025-08-15 00:01:24.000000+00:00,0,2025-08-15 07:01:24.000000+07:00,2025-08-15 07:01:24.000000,6.92,32.94
cef4169cd16ea120c49d7fde,ffff00000000,2.99,1.23,-6.98,17.43,1.08,-0.75,2025-08-15 00:01:25.000000+00:00,2025-08-15T00:01:25.000Z,2025-08-15 00:01:25.000000+00:00,0,2025-08-15 07:01:25.000000+07:00,2025-08-15 07:01:25.000000,7.69,17.48
e0110d7a03fc5aaf86353d4e,ffff00000000,3.02,1.02,-7.36,-1.49,13.14,-1.29,2025-08-15 00:01:26.000000+00:00,2025-08-15T00:01:26.000Z,2025-08-15 00:01:26.000000+00:00,0,2025-08-15 07:01:26.000000+07:00,2025-08-15 07:01:26.000000,8.02,13.29
62750a34caaf49dda6332b34,ffff00000000,1.5,1.72,-11.33,1.72,17.98,0.05,2025-08-15 00:01:27.000000+00:00,2025-08-15T00:01:27.000Z,2025-08-15 00:01:27.000000+00:00,0,2025-08-15 07:01:27.000000+07:00,2025-08-15 07:01:27.000000,11.56,18.06
484177a09d4877c7391f480d,ffff00000000,3.49,1.67,-7.95,0.53,1.15,16.95,2025-08-15 00:01:28.000000+00:00,2025-08-15T00:01:28.000Z,2025-08-15 00:01:28.000000+00:00,0,2025-08-15 07:01:28.000000+07:00,2025-08-15 07:01:28.000000,8.84,17.0
f83175a2ef73210b2a1d29b7,ffff00000000,2.78,1.37,-7.48,1.62,0.48,26.49,2025-08-15 00:01:29.000000+00:00,2025-08-15T00:01:29.000Z,2025-08-15 00:01:29.000000+00:00,0,2025-08-15 07:01:29.000000+07:00,2025-08-15 07:01:29.000000,8.1,26.54
